"","BUDGET","REVENUE","POPULARITY","RUNTIME","VOTE_AVERAGE","VOTE_COUNT","yt_likes","yt_views","time_trailerToMovie_Days","Tomatometer","Weighted_Score","Audience_Score","Awards","Nominations"
"873",-0.897747609718023,-0.61597671339046,-0.135734865808436,-0.631195128780758,-0.0596361029459441,-0.234583583008746,-0.229300247046422,-0.24038662037014,-0.329058600588843,0.690760944804592,0.505176842630396,-0.103285682061273,-0.188388473140977,-0.201637007223341
"874",1.07922565579005,2.28556305433518,0.00603054229904038,0.64053883932523,-0.0596361029459441,0.874699216620869,1.13021682874272,1.91245519757801,0.574671400340799,0.690760944804592,0.901114440723851,1.24031857854615,-0.188388473140977,-0.201637007223341
"875",-0.778447498868398,-0.589544426726968,-0.148243578288507,-1.01824459733475,-0.0596361029459441,-0.681710610172981,0.0265950380637424,0.0197660225254816,-0.105915390482759,-0.407335164814478,-0.0667330212823738,0.842213612440244,-0.188388473140977,-0.201637007223341
"876",-0.965919101632094,-0.708874097660162,-0.160752290768578,-0.631195128780758,-1.33610247663998,-0.874928280978311,-0.390276877248356,-0.678732864282529,4.20074856456467,-0.937450528078857,-1.29853888201757,-1.94452115030107,-0.188388473140977,-0.201637007223341
"877",-0.812533244825434,-0.526638858371444,-0.114887011674983,0.253489370771234,1.21683027074809,-0.725569836061308,-0.293074217938851,-0.131946788139417,0.239956585181672,0.349972496991778,0.549169909085224,0.94173985396672,-0.188388473140977,-0.201637007223341
"878",-0.727318879932845,-0.601680974189657,-0.156582719941888,-0.0782673165607631,-0.0596361029459441,-0.890575356160092,-0.336219061078955,-0.458774871715893,0.34037102972941,-1.0510466773498,-1.21055274910791,-1.29760058037898,-0.188388473140977,-0.201637007223341
"879",-0.60801876908322,-0.381404522478824,0.0102001131257308,0.253489370771234,-0.0596361029459441,-0.113437288798288,-0.204907080040794,1.17626978098202,0.329213869224106,0.38783788008209,0.681149108449709,1.33984482007262,-0.188388473140977,-0.201637007223341
"880",-0.778447498868398,-0.692706051866364,-0.119056582501674,1.41463777643322,-0.0596361029459441,-0.812339980251186,-0.289428946914415,-0.408727351774378,-1.09890267545483,0.804357094075531,0.285211510356253,-1.14831121808927,-0.188388473140977,-0.201637007223341
"881",-0.011518214835096,0.400848781590511,0.0268783964324927,-0.797073472446757,1.21683027074809,0.322784201118038,0.211005553422769,0.472230764275331,-0.998488230907097,1.44806860661085,1.56101043754628,1.48913418236233,-0.188388473140977,-0.201637007223341
"882",-0.539847277169149,0.153633896226743,-0.014817311834412,-0.299438441448761,-0.0596361029459441,-0.224626353347613,0.9125329372659,0.662024153828423,-0.195172674525193,0.425703263172403,0.461183776175567,0.394345525571105,-0.188388473140977,-0.201637007223341
"883",-0.710276006954327,-0.29565091543004,-0.114887011674983,-1.23941572222275,-0.0596361029459441,-0.566965392173252,-0.119339139151388,0.613630518944968,-0.440630205641886,1.03154939261741,1.16507283945282,1.19055545778291,-0.188388473140977,-0.201637007223341
"884",0.227082006864154,-0.502464571052262,-0.077360874234769,0.585246058103231,-0.0596361029459441,-0.7594718322885,-0.242693648855504,0.289020978800936,-0.16170119300928,-1.08891206044011,-0.506663685830658,1.19055545778291,-0.188388473140977,-0.201637007223341
"885",0.653153831327099,-0.23441984037648,-0.0898695867148404,1.46993055765522,1.21683027074809,-0.440129252442146,-0.29056638110625,0.0335662913152055,0.306899548213498,-0.407335164814478,0.10923924453694,1.48913418236233,-0.188388473140977,-0.201637007223341
"886",-0.625061642061738,-0.522266821744653,-0.127395724155055,1.41463777643322,1.21683027074809,-0.492049092818057,-0.138844536738286,-0.0290440280905452,0.0837563381074131,1.22087630806897,1.47302430463662,1.837476027705,-0.188388473140977,-0.201637007223341
"887",-0.284204182491381,-0.138822083620976,-0.0648521617546976,-1.01824459733475,1.21683027074809,-0.794085059205774,-0.294869445398254,0.0315287194195178,3.68751918132068,0.539299412443341,0.813128307814194,1.33984482007262,-0.188388473140977,-0.201637007223341
"888",-0.778447498868398,-0.415866536067402,-0.08570001588815,-0.133560097782763,2.49329664444213,-0.643304152908609,0.125204644084434,0.475611183478329,-0.117072550988063,-0.066546717001663,0.37319764326591,1.4393710615991,-0.188388473140977,-0.201637007223341
"889",-0.897747609718023,-0.128686149125753,-0.0606825909280071,-0.631195128780758,-0.0596361029459441,0.0349728485319403,0.309414167056148,0.786758502415375,-0.317901440083539,-0.066546717001663,0.153232310991768,0.643161129387293,-0.188388473140977,-0.201637007223341
"890",-0.744361752911363,-0.584436288757094,-0.110717440848293,-0.133560097782763,2.49329664444213,-0.666537688784587,0.0112876405663905,-0.113484407175962,-0.273272798062322,-0.29373901554354,0.285211510356253,1.68818666541529,-0.188388473140977,-0.201637007223341
"891",-0.198989817598792,-0.368704108657978,0.0227088256058023,-1.23941572222275,-0.0596361029459441,-0.144494362265157,0.423856491586485,0.786460941268425,0.0837563381074131,-1.01318129425948,-0.506663685830658,0.94173985396672,-0.188388473140977,-0.201637007223341
"892",-0.505761531212113,-0.481145351900688,-0.123226153328364,-0.133560097782763,-0.0596361029459441,-0.318982958231688,-0.300259695785265,0.219968956027099,-0.507573168673711,0.577164795533654,0.769135241359366,1.09102921625643,1.51898813928986,1.90403942115051
"893",-0.556890150147666,-0.610002665295222,-0.139904436635126,-1.57117240955475,-0.0596361029459441,-0.815421979908203,-0.294604500887706,-0.172634353746081,0.161856461644543,-1.16464282662073,-0.858608217469285,0.145529921754916,-0.188388473140977,-0.201637007223341
"894",0.227082006864154,-0.0846307571281325,0.0977611004862307,-0.354731222670761,-0.0596361029459441,-0.133114671223862,1.69410553935615,0.722883307481449,0.485414116298365,-1.39183512516261,-0.946594350378942,0.444108646334342,-0.188388473140977,-0.201637007223341
"895",0.0566532770789754,0.0962778859627067,0.106100242139612,-0.907659034890756,1.21683027074809,-0.15895605296347,-0.387458415817182,-0.677186112562247,-1.08774551494953,0.917953243346469,1.16507283945282,1.58866042388881,-0.188388473140977,-0.201637007223341
"896",-0.659147388018773,-0.656104404002535,-0.152413149115197,-0.244145660226762,-0.0596361029459441,-0.727466451234857,-0.296226144012612,-0.0202343495361047,-0.819973662822229,1.18301092497866,1.25305897236248,1.09102921625643,-0.188388473140977,-0.201637007223341
