MOVIE_ID,NAME
5,Crime
5,Comedy
6,Action
6,Crime
6,Thriller
11,Adventure
11,Action
11,"Science Fiction"
12,Animation
12,Family
13,Comedy
13,Drama
13,Romance
14,Drama
16,Drama
16,Crime
18,Adventure
18,Fantasy
18,Action
18,Thriller
18,"Science Fiction"
20,Drama
20,Romance
22,Adventure
22,Fantasy
22,Action
24,Action
24,Crime
25,Drama
25,War
26,Drama
27,Drama
27,Music
27,Romance
28,Drama
28,War
33,Western
35,Animation
35,Comedy
35,Family
38,"Science Fiction"
38,Drama
38,Romance
55,Drama
55,Thriller
58,Adventure
58,Fantasy
58,Action
59,Drama
59,Thriller
59,Crime
63,"Science Fiction"
63,Thriller
63,Mystery
65,Drama
65,Music
66,Crime
66,Drama
66,Action
67,Thriller
67,Crime
67,Drama
68,Comedy
68,"Science Fiction"
69,Drama
69,Music
69,Romance
70,Drama
71,Drama
71,Comedy
71,Music
73,Drama
74,Adventure
74,Thriller
74,"Science Fiction"
75,Comedy
75,Fantasy
75,"Science Fiction"
76,Drama
76,Romance
77,Mystery
77,Thriller
78,"Science Fiction"
78,Drama
78,Thriller
79,Drama
79,Adventure
79,Action
79,History
80,Drama
80,Romance
81,Adventure
81,Animation
81,Fantasy
82,Action
82,Crime
82,Thriller
83,Drama
83,Thriller
83,Horror
85,Adventure
85,Action
87,Adventure
87,Action
88,Drama
88,Music
88,Romance
89,Adventure
89,Action
90,Action
90,Comedy
90,Crime
95,Action
95,Thriller
95,"Science Fiction"
95,Adventure
96,Action
96,Comedy
96,Crime
97,"Science Fiction"
97,Action
97,Adventure
98,Action
98,Drama
98,Adventure
99,Comedy
99,Drama
100,Comedy
100,Crime
101,Crime
101,Drama
101,Action
104,Action
104,Drama
104,Thriller
105,Adventure
105,Comedy
105,"Science Fiction"
106,"Science Fiction"
106,Action
106,Adventure
106,Thriller
107,Crime
107,Comedy
111,Action
111,Crime
111,Drama
112,Comedy
112,Drama
112,Romance
114,Comedy
114,Romance
115,Comedy
115,Crime
116,Drama
116,Thriller
116,Crime
116,Romance
117,Crime
117,Drama
117,History
117,Thriller
118,Adventure
118,Comedy
118,Family
118,Fantasy
120,Adventure
120,Fantasy
120,Action
121,Adventure
121,Fantasy
121,Action
122,Adventure
122,Fantasy
122,Action
123,Adventure
123,Animation
123,Fantasy
128,Adventure
128,Fantasy
128,Animation
129,Animation
129,Family
129,Fantasy
134,Adventure
134,Comedy
134,Crime
137,Romance
137,Fantasy
137,Drama
137,Comedy
140,Drama
141,Fantasy
141,Drama
141,Mystery
142,Drama
142,Romance
144,Drama
144,Fantasy
144,Romance
146,Adventure
146,Drama
146,Action
146,Romance
149,Animation
149,"Science Fiction"
149,Action
150,Thriller
150,Action
150,Comedy
150,Crime
150,Drama
152,"Science Fiction"
152,Adventure
152,Mystery
153,Drama
153,Romance
153,Comedy
154,Action
154,Adventure
154,"Science Fiction"
154,Thriller
155,Drama
155,Action
155,Crime
155,Thriller
157,"Science Fiction"
157,Action
157,Adventure
157,Thriller
161,Thriller
161,Crime
162,Fantasy
162,Drama
162,Romance
163,Thriller
163,Crime
165,Adventure
165,Comedy
165,"Science Fiction"
167,"Science Fiction"
167,Drama
167,Mystery
168,"Science Fiction"
168,Adventure
169,"Science Fiction"
169,Action
169,Thriller
170,Horror
170,Thriller
170,"Science Fiction"
172,"Science Fiction"
172,Action
172,Adventure
172,Thriller
174,"Science Fiction"
174,Action
174,Adventure
174,Thriller
176,Horror
176,Mystery
176,Crime
177,Comedy
177,Drama
178,Action
179,Crime
179,Thriller
180,Action
180,Thriller
180,"Science Fiction"
180,Mystery
182,Drama
182,War
182,Thriller
182,Mystery
183,Adventure
183,Comedy
183,Drama
183,Family
184,Crime
184,Thriller
184,Drama
186,Drama
186,Thriller
186,Crime
186,Mystery
187,Thriller
187,Action
187,Crime
189,Crime
189,Action
189,Thriller
192,Drama
192,Thriller
192,Mystery
193,"Science Fiction"
193,Action
193,Adventure
193,Thriller
194,Comedy
194,Romance
196,Adventure
196,Comedy
196,"Science Fiction"
197,Action
197,Drama
197,History
197,War
199,"Science Fiction"
199,Action
199,Adventure
199,Thriller
200,"Science Fiction"
200,Action
200,Adventure
200,Thriller
201,"Science Fiction"
201,Action
201,Adventure
201,Thriller
205,Drama
205,History
205,War
207,Drama
214,Horror
214,Thriller
214,Crime
215,Horror
217,Adventure
217,Action
218,Action
218,Thriller
218,"Science Fiction"
219,Comedy
219,Drama
219,Romance
226,Crime
226,Drama
227,Crime
227,Drama
231,Drama
231,Thriller
232,Action
232,Crime
232,Drama
235,Crime
235,Drama
236,Comedy
236,Drama
236,Romance
237,Drama
237,Thriller
237,Crime
237,Romance
241,Crime
241,Thriller
241,Drama
242,Crime
242,Drama
242,Thriller
243,Drama
243,Comedy
243,Romance
243,Music
245,Drama
245,Comedy
245,Romance
246,Adventure
246,Drama
246,Action
249,Comedy
249,Drama
251,Fantasy
251,Drama
251,Thriller
251,Mystery
251,Romance
254,Adventure
254,Drama
254,Action
257,Crime
257,Drama
257,Family
262,Drama
262,Comedy
268,Fantasy
268,Action
268,Crime
272,Action
272,Crime
272,Drama
274,Crime
274,Drama
274,Thriller
275,Crime
275,Drama
275,Thriller
277,Fantasy
277,Action
277,Thriller
278,Drama
278,Crime
279,History
279,Music
279,Drama
280,Action
280,Thriller
280,"Science Fiction"
281,Crime
281,Drama
281,"Science Fiction"
281,Thriller
285,Adventure
285,Fantasy
285,Action
287,Comedy
287,Romance
290,Comedy
290,Drama
290,Thriller
290,Mystery
291,Documentary
292,Comedy
292,Documentary
292,Music
293,Drama
293,Family
294,Drama
294,Romance
296,Action
296,Thriller
296,"Science Fiction"
297,Fantasy
297,Drama
297,Romance
298,Crime
298,Thriller
300,Comedy
300,Drama
300,Fantasy
302,Crime
302,Thriller
306,Action
306,Comedy
306,Crime
308,Comedy
308,Drama
308,Mystery
308,Romance
310,Fantasy
310,Comedy
311,Drama
311,Crime
313,Romance
313,Drama
314,Action
314,Fantasy
314,Mystery
314,Crime
318,Drama
318,Thriller
319,Action
319,Crime
319,Romance
320,Crime
320,Mystery
320,Thriller
321,Comedy
321,Romance
322,Thriller
322,Crime
322,Drama
322,Mystery
326,Action
326,Crime
326,Thriller
326,Adventure
327,Crime
327,Drama
327,Thriller
329,Adventure
329,"Science Fiction"
330,Adventure
330,Action
330,"Science Fiction"
331,Adventure
331,Action
331,Thriller
331,"Science Fiction"
332,Action
332,Adventure
332,Comedy
332,Family
334,Drama
338,Comedy
338,Drama
339,Comedy
339,Drama
340,Comedy
340,Drama
342,Comedy
342,Drama
345,Drama
345,Thriller
345,Mystery
348,Horror
348,"Science Fiction"
350,Comedy
350,Drama
350,Romance
364,Action
364,Fantasy
377,Horror
378,Comedy
378,Crime
379,Drama
379,Thriller
379,Crime
380,Drama
387,Drama
387,History
387,War
388,Crime
388,Drama
388,Thriller
392,Comedy
392,Drama
392,Romance
393,Action
393,Crime
393,Thriller
395,Adventure
395,"Science Fiction"
395,Action
395,Horror
398,Crime
398,Drama
400,Drama
400,Crime
401,Comedy
401,Drama
401,Romance
402,Thriller
402,Mystery
403,Drama
404,Drama
406,Drama
409,Drama
409,Romance
409,War
411,Adventure
411,Family
411,Fantasy
414,Action
414,Crime
414,Fantasy
415,Action
415,"Science Fiction"
415,Adventure
415,Comedy
421,Adventure
421,Comedy
421,Drama
423,Drama
423,War
424,Drama
424,History
424,War
425,Animation
425,Comedy
425,Family
425,Adventure
431,Thriller
431,"Science Fiction"
431,Mystery
435,Action
435,Adventure
435,"Science Fiction"
435,Thriller
436,Drama
436,Thriller
436,Crime
440,Fantasy
440,Action
440,"Science Fiction"
440,Thriller
440,Horror
441,Drama
441,Comedy
442,Comedy
442,Drama
445,Mystery
445,Drama
445,Thriller
451,Drama
451,Romance
452,Drama
452,Comedy
453,Drama
453,Romance
454,Drama
454,Romance
455,Comedy
455,Drama
455,Romance
462,Drama
468,Drama
470,Drama
470,Crime
470,Thriller
473,Mystery
473,Drama
473,Thriller
476,Drama
476,Crime
479,Action
479,Adventure
479,Crime
479,Thriller
483,Crime
483,Thriller
483,Romance
489,Drama
492,Comedy
492,Drama
492,Fantasy
496,Comedy
497,Fantasy
497,Drama
497,Crime
500,Crime
500,Thriller
503,Adventure
503,Action
503,Drama
503,Thriller
504,Crime
504,Drama
505,Crime
505,Drama
507,Action
507,Crime
507,Drama
507,Thriller
508,Comedy
508,Romance
508,Drama
509,Romance
509,Comedy
512,Comedy
512,Mystery
522,Comedy
522,Drama
522,History
524,Crime
524,Drama
524,History
525,Music
525,Comedy
525,Action
525,Crime
526,Adventure
526,Comedy
526,Fantasy
533,Adventure
533,Animation
533,Comedy
533,Family
534,Action
534,"Science Fiction"
534,Thriller
535,Drama
535,Romance
544,Romance
544,Comedy
546,Drama
547,Adventure
547,Drama
547,Romance
549,Drama
549,History
550,Drama
550,Thriller
550,Comedy
553,Crime
553,Drama
553,Thriller
557,Fantasy
557,Action
558,Action
558,Adventure
558,Fantasy
559,Fantasy
559,Action
559,Adventure
561,Fantasy
561,Action
561,Horror
562,Action
562,Thriller
563,Adventure
563,Action
563,Thriller
563,"Science Fiction"
564,Adventure
564,Action
564,Fantasy
565,Horror
565,Mystery
568,History
568,Drama
568,Adventure
577,Drama
577,Comedy
577,Crime
579,Horror
579,Thriller
580,Adventure
580,Thriller
580,Horror
581,Adventure
581,Drama
581,Western
582,Drama
582,Thriller
583,Comedy
584,Action
584,Crime
584,Thriller
585,Animation
585,Comedy
585,Family
586,Comedy
586,Drama
587,Adventure
587,Fantasy
587,Drama
588,Horror
588,Mystery
590,Drama
591,Thriller
591,Mystery
594,Comedy
594,Drama
597,Drama
597,Romance
598,Drama
598,Crime
600,Drama
600,War
601,"Science Fiction"
601,Adventure
601,Family
601,Fantasy
602,Action
602,Adventure
602,"Science Fiction"
603,Action
603,"Science Fiction"
604,Adventure
604,Action
604,Thriller
604,"Science Fiction"
605,Adventure
605,Action
605,Thriller
605,"Science Fiction"
606,History
606,Romance
606,Drama
607,Action
607,Adventure
607,Comedy
607,"Science Fiction"
608,Action
608,Adventure
608,Comedy
608,"Science Fiction"
609,Horror
612,Drama
612,Action
612,History
612,Thriller
613,Drama
613,History
613,War
615,Drama
616,Drama
616,Action
616,War
617,Mystery
617,Thriller
617,Drama
619,Thriller
619,Action
619,Drama
619,Music
619,Romance
620,Comedy
620,Fantasy
621,Romance
621,Comedy
622,Mystery
622,Thriller
622,Horror
623,Comedy
623,Crime
625,Drama
625,History
625,War
627,Drama
627,Crime
628,Horror
628,Drama
628,Fantasy
629,Drama
629,Crime
629,Thriller
634,Comedy
634,Romance
634,Drama
635,Horror
635,Mystery
637,Comedy
637,Drama
638,Drama
638,Thriller
638,Mystery
639,Comedy
639,Romance
639,Drama
640,Drama
640,Crime
641,Crime
641,Drama
644,Drama
644,"Science Fiction"
644,Adventure
650,Crime
650,Drama
652,Adventure
652,History
652,War
652,Action
655,Drama
663,Horror
663,Thriller
663,Crime
664,Action
664,Adventure
664,Drama
666,Drama
670,Drama
670,Thriller
670,Mystery
670,Action
671,Adventure
671,Fantasy
672,Adventure
672,Fantasy
673,Adventure
673,Fantasy
674,Adventure
674,Fantasy
674,Family
675,Adventure
675,Fantasy
675,Mystery
676,Action
676,War
676,History
676,Romance
676,Drama
679,Action
679,Thriller
679,"Science Fiction"
680,Thriller
680,Crime
686,Drama
686,"Science Fiction"
686,Mystery
687,Drama
688,Drama
688,Romance
691,Adventure
691,Action
691,Thriller
693,Comedy
693,Romance
694,Horror
694,Thriller
696,Comedy
696,Drama
696,Romance
698,Action
698,Adventure
698,Thriller
698,"Science Fiction"
699,Adventure
699,Action
699,Thriller
700,Adventure
700,Action
700,Thriller
703,Comedy
703,Drama
703,Romance
707,Adventure
707,Action
707,Thriller
708,Action
708,Adventure
708,Thriller
709,Adventure
709,Action
709,Thriller
710,Adventure
710,Action
710,Thriller
711,Drama
712,Comedy
712,Drama
712,Romance
713,Drama
713,Romance
714,Adventure
714,Action
714,Thriller
744,Romance
744,Drama
744,Action
745,Mystery
745,Thriller
745,Drama
746,Drama
746,History
747,Horror
747,Comedy
752,Action
752,Thriller
752,"Science Fiction"
754,Action
754,Crime
754,"Science Fiction"
754,Thriller
755,Horror
755,Action
755,Thriller
755,Crime
763,Horror
763,Comedy
764,Horror
765,Horror
765,Comedy
765,Fantasy
766,Fantasy
766,Horror
766,Comedy
767,Adventure
767,Fantasy
768,Horror
768,Mystery
768,Thriller
769,Drama
769,Crime
771,Comedy
771,Family
772,Comedy
772,Family
772,Adventure
773,Comedy
773,Drama
782,Thriller
782,"Science Fiction"
782,Mystery
782,Romance
783,Drama
783,History
784,Music
784,Drama
784,Comedy
786,Drama
786,Music
787,Action
787,Comedy
787,Drama
787,Thriller
788,Comedy
788,Drama
788,Family
790,Horror
791,Horror
791,Thriller
792,Drama
792,War
792,Action
793,Drama
793,Crime
793,Mystery
793,Thriller
795,Romance
795,Drama
795,Fantasy
796,Drama
796,Romance
801,Comedy
801,Drama
801,War
806,Horror
807,Crime
807,Mystery
807,Thriller
808,Animation
808,Comedy
808,Fantasy
808,Adventure
808,Family
809,Animation
809,Family
809,Comedy
809,Fantasy
809,Adventure
810,Fantasy
810,Adventure
810,Animation
810,Comedy
810,Family
812,Animation
812,Family
812,Adventure
812,Fantasy
812,Romance
813,Comedy
814,Horror
814,Comedy
816,"Science Fiction"
816,Comedy
816,Crime
817,Adventure
817,Comedy
817,Crime
817,"Science Fiction"
818,Comedy
818,Crime
818,"Science Fiction"
819,Crime
819,Drama
819,Thriller
820,Drama
820,Thriller
820,History
824,Drama
824,Romance
824,Music
825,Comedy
825,Drama
825,Romance
834,Fantasy
834,Action
834,Thriller
837,Horror
837,Mystery
837,"Science Fiction"
840,"Science Fiction"
840,Drama
841,Action
841,"Science Fiction"
841,Adventure
843,Drama
843,Romance
844,Drama
844,"Science Fiction"
844,Romance
846,Mystery
846,"Science Fiction"
846,Thriller
847,Action
847,Adventure
847,Fantasy
848,Fantasy
848,Adventure
849,Action
849,Adventure
849,Fantasy
849,"Science Fiction"
850,Comedy
850,Family
853,Drama
853,War
853,History
854,Romance
854,Comedy
854,Crime
854,Fantasy
855,Action
855,History
855,War
856,Fantasy
856,Animation
856,Comedy
856,Crime
857,Drama
857,History
857,War
858,Comedy
858,Drama
858,Romance
859,Drama
859,Romance
860,Thriller
860,"Science Fiction"
860,Drama
861,Action
861,Adventure
861,"Science Fiction"
862,Animation
862,Adventure
862,Family
862,Comedy
863,Animation
863,Comedy
863,Family
864,Comedy
864,Adventure
864,Drama
865,Action
865,"Science Fiction"
865,Thriller
866,Drama
867,Drama
867,Thriller
868,Crime
868,Drama
869,Thriller
869,"Science Fiction"
869,Action
869,Adventure
873,Drama
879,Adventure
879,Fantasy
879,Comedy
879,Family
881,Drama
888,Fantasy
888,Comedy
888,Family
889,Comedy
889,Family
889,Romance
892,Comedy
892,"Science Fiction"
892,Fantasy
902,Fantasy
902,"Science Fiction"
902,Adventure
913,Drama
913,Crime
913,Romance
918,Comedy
918,Romance
920,Animation
920,Adventure
920,Comedy
920,Family
921,Romance
921,Drama
921,History
922,Drama
922,Fantasy
922,Western
923,Horror
924,Horror
924,Action
925,Drama
926,Comedy
926,"Science Fiction"
926,Adventure
927,Fantasy
927,Horror
927,Comedy
928,Comedy
928,Horror
928,Fantasy
929,"Science Fiction"
929,Action
929,Thriller
941,Adventure
941,Action
941,Comedy
941,Thriller
941,Crime
942,Action
942,Adventure
942,Comedy
942,Crime
942,Thriller
943,Adventure
943,Action
943,Comedy
943,Thriller
943,Crime
944,Action
944,Adventure
944,Comedy
944,Crime
944,Thriller
948,Horror
948,Thriller
949,Action
949,Crime
949,Drama
949,Thriller
950,Animation
950,Family
950,Comedy
950,Adventure
951,Comedy
953,Family
953,Animation
953,Adventure
953,Comedy
954,Adventure
954,Action
954,Thriller
955,Adventure
955,Action
955,Thriller
956,Adventure
956,Action
956,Thriller
957,Comedy
957,"Science Fiction"
978,Adventure
978,Drama
978,History
979,Drama
979,Thriller
979,Crime
979,Mystery
985,Fantasy
985,Horror
988,Drama
988,Thriller
1018,Thriller
1018,Drama
1018,Mystery
1024,Drama
1024,Fantasy
1049,Drama
1049,Thriller
1049,Mystery
1049,Romance
1058,Romance
1058,Drama
1058,Action
1073,Crime
1073,Drama
1073,Thriller
1073,Mystery
1088,Drama
1088,Family
1089,Action
1089,Thriller
1089,Crime
1090,Thriller
1090,"Science Fiction"
1090,Mystery
1091,Horror
1091,Mystery
1091,"Science Fiction"
1103,"Science Fiction"
1103,Action
1116,Drama
1116,War
1123,Action
1123,Drama
1123,Thriller
1124,Drama
1124,Mystery
1124,"Science Fiction"
1125,Drama
1125,Music
1164,Drama
1165,Drama
1165,History
1213,Thriller
1213,Crime
1213,Drama
1245,Drama
1245,Romance
1246,Drama
1247,Drama
1247,Thriller
1247,History
1248,Crime
1248,Drama
1248,Thriller
1248,Horror
1250,Thriller
1250,Action
1250,Fantasy
1251,Action
1251,Drama
1251,War
1252,Drama
1252,Thriller
1252,Crime
1252,Romance
1255,Horror
1255,Drama
1255,"Science Fiction"
1259,Drama
1259,Romance
1262,Comedy
1262,Drama
1262,Fantasy
1262,Romance
1264,Comedy
1264,Family
1264,Adventure
1265,Adventure
1265,Drama
1265,Family
1266,Action
1266,Crime
1266,Drama
1266,Thriller
1267,Animation
1267,Comedy
1267,Family
1268,Family
1268,Comedy
1271,Action
1271,Adventure
1271,War
1272,Drama
1272,"Science Fiction"
1272,Thriller
1273,Adventure
1273,Animation
1273,Comedy
1273,Family
1278,Drama
1278,Romance
1279,Drama
1281,Comedy
1281,Family
1281,Adventure
1285,Comedy
1285,Crime
1359,Thriller
1359,Drama
1359,Crime
1360,Drama
1360,Romance
1365,Drama
1365,Romance
1367,Drama
1368,Action
1368,Adventure
1368,Thriller
1368,War
1369,Action
1369,Adventure
1369,Thriller
1369,War
1370,Action
1370,Adventure
1370,Thriller
1370,War
1371,Drama
1372,Drama
1372,Thriller
1372,Action
1374,Drama
1375,Drama
1378,Romance
1378,Drama
1378,Comedy
1379,Crime
1379,Drama
1380,Crime
1380,Thriller
1380,Action
1381,Drama
1381,Adventure
